Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
Bert's BBQ,78731,11/21/2016,89,"3563 FAR WEST BLVD Unit 109
AUSTIN, TX 78731
(30.353572, -97.75363)",2800469,Routine Inspection,30.353572,-97.75363
Berts on 24th,78705,9/15/2016,83,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection,30.288121,-97.747334
Best Stop Food Market,78702,11/20/2014,72,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267786, -97.696178)",2803494,Routine Inspection,30.267786,-97.696178
Best Western Austin-South,78744,3/23/2016,94,"4323 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.212548, -97.753004)",10224873,Routine Inspection,30.212548,-97.753004
Best Western Plus Austin City Hotel,78704,10/3/2014,94,"2200 S IH 35 SVRD SB
AUSTIN, TX 78704
(30.235573, -97.740521)",2800769,Routine Inspection,30.235573,-97.740521
Beto's Mexican Restaurant,78702,2/23/2016,84,"3518 E 7TH ST
AUSTIN, TX 78702
(30.256582, -97.702484)",11268843,Routine Inspection,30.256582,-97.702484
Better Bites Bakery,78736,3/11/2015,100,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223875, -97.953039)",10929761,Routine Inspection,30.223875,-97.953039
Beverage Barn,78741,9/16/2014,90,"2001 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24149, -97.728133)",2803502,Routine Inspection,30.24149,-97.728133
Big Bang,78701,1/15/2015,85,"415 E 6TH ST
AUSTIN, TX 78701
(30.266924, -97.738736)",2801798,Routine Inspection,30.266924,-97.738736
Big Daddy's Burgers & Bar,78757,7/24/2014,92,"9070 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78757
(30.373519, -97.727759)",10538135,Routine Inspection,30.373519,-97.727759
Big Easy Bar and Grill,78702,5/4/2016,93,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",11284834,Routine Inspection,30.273683,-97.720484
Big Lots # 1749,78757,7/29/2015,100,"8740 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.365429, -97.718456)",11096134,Routine Inspection,30.365429,-97.718456
Big Lots # 1835,78727,1/20/2017,99,"2506 W PARMER LN Unit 100
AUSTIN, TX 78727
(30.419277, -97.702454)",11096268,Routine Inspection,30.419277,-97.702454
Big Lots # 4131,78759,10/18/2016,100,"8666 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433983, -97.77023)",11096087,Routine Inspection,30.433983,-97.77023
Big Lots # 4387,78745,12/16/2016,100,"801 E WILLIAM CANNON DR Unit 135-A
AUSTIN, TX 78745
(30.19096, -97.771937)",11096118,Routine Inspection,30.19096,-97.771937
Big Top Candy Shop,78704,1/28/2016,90,"1706 S CONGRESS AVE
AUSTIN, TX 78704
(30.246622, -97.750777)",10070728,Routine Inspection,30.246622,-97.750777
Bikinis Sports Bar and Grill ,78701,8/6/2014,81,"214 E 6TH ST
AUSTIN, TX 78701
(30.267451, -97.740665)",10304661,Routine Inspection,30.267451,-97.740665
Bill Miller Bar-B-Q,78728,9/3/2014,93,"14718 N IH 35 SVRD SB
AUSTIN, TX 78728
(30.438815, -97.66961)",2801785,Routine Inspection,30.438815,-97.66961
Bill Miller BBQ,78745,3/26/2015,82,"709 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.218036, -97.755599)",2800059,Routine Inspection,30.218036,-97.755599
Bill Miller BBQ,78757,5/28/2014,92,"8105 BURNET RD
AUSTIN, TX 78757
(30.359802, -97.729884)",2800062,Routine Inspection,30.359802,-97.729884
Bill Miller BBQ,78754,6/25/2014,76,"8700 E US 290 HWY WB
AUSTIN, TX 78754
(30.328709, -97.658942)",2801889,Routine Inspection,30.328709,-97.658942
Bill Miller's Bar-B-Q,78748,8/26/2015,85,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167243, -97.789998)",2802445,Routine Inspection,30.167243,-97.789998
Billy's on Burnet,78756,3/24/2016,95,"2105 HANCOCK DR
AUSTIN, TX 78756
(30.322191, -97.739661)",2802504,Routine Inspection,30.322191,-97.739661
Biriyani N Grill,78749,1/26/2017,89,"3601 W WILLIAM CANNON DR Bunit 450
AUSTIN, TX 78749
(30.214383, -97.831794)",11497658,Routine Inspection,30.214383,-97.831794
Biryani & Co.,78759,9/26/2016,95,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11394723,1st Follow Up to Routine of 50 - 69,30.407225,-97.745609
Biryani & Co.,78759,3/15/2016,74,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11394723,Routine Inspection,30.407225,-97.745609
Biryani Pot Indian Cuisine,78758,4/7/2015,66,"12407 N MOPAC EXPY NB Unit 200
AUSTIN, TX 78758
(30.41781, -97.704612)",11016302,Routine Inspection,30.41781,-97.704612
Biryani Pot Indian Cuisine,78758,4/23/2015,78,"12407 N MOPAC EXPY NB Unit 200
AUSTIN, TX 78758
(30.41781, -97.704612)",11016302,1st Follow Up to Routine of 50 - 69,30.41781,-97.704612
BJ's Restaurant & Brewhouse,78758,6/12/2014,89,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.39131, -97.733317)",10575343,Routine Inspection,30.39131,-97.733317
Black Iron Catering,78660,2/6/2017,95,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.445599, -97.651071)",11540439,Routine Inspection,30.445599,-97.651071
Black Sheep Lodge,78704,11/12/2014,91,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248117, -97.771086)",10251709,Routine Inspection,30.248117,-97.771086
Black Star Co-Op Pub and Brewery,78757,1/16/2015,77,"7020 EASY WIND DR Unit 100
AUSTIN, TX 78757
(30.338552, -97.719077)",10474096,Routine Inspection,30.338552,-97.719077
Black Walnut Cafe,78758,2/8/2017,85,"11101 BURNET RD Bunit 150
AUSTIN, TX 78758
(30.396129, -97.720128)",11406451,Routine Inspection,30.396129,-97.720128
BlackFinn Ameripub,78758,11/15/2016,72,"11410 CENTURY OAKS TER Bunit 100
AUSTIN, TX 78758
(30.401624, -97.726374)",10885607,Routine Inspection,30.401624,-97.726374
"Blackheart, The",78701,7/2/2014,84,"86 RAINEY ST
AUSTIN, TX 78701
(30.259618, -97.738469)",10727989,Routine Inspection,30.259618,-97.738469
Blacks Barbecue,78705,4/23/2015,97,"3110 GUADALUPE ST Unit 150
AUSTIN, TX 78705
(30.298427, -97.740893)",11143265,Routine Inspection,30.298427,-97.740893
Blackshear Elementary,78702,3/21/2014,80,"1712 E 11TH ST
AUSTIN, TX 78702
(30.266697, -97.722371)",2800346,Routine Inspection,30.266697,-97.722371
Blake Manor Food Mart,78653,7/23/2015,83,"17530 BLAKE MANOR RD
AUSTIN, TX 78653
(30.319082, -97.540992)",10004691,Routine Inspection,30.319082,-97.540992
Blake Manor Food Mart,78653,3/10/2016,94,"17530 BLAKE MANOR RD
AUSTIN, TX 78653
(30.319082, -97.540992)",10004691,1st Follow Up to Routine of 50 - 69,30.319082,-97.540992
Blanton Elementary,78723,10/13/2016,98,"5408 WESTMINSTER DR
AUSTIN, TX 78723
(30.30668, -97.689652)",2800597,Routine Inspection,30.30668,-97.689652
Blazer Tag,78745,12/22/2016,94,"1701 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.227729, -97.784355)",2801669,Routine Inspection,30.227729,-97.784355
Blazier Elementary,78747,3/28/2016,100,"8601 VERTEX BLVD
AUSTIN, TX 78747
(30.157819, -97.752373)",10066455,Routine Inspection,30.157819,-97.752373
Blender's - ACC,78745,5/24/2016,95,"1820 W STASSNEY LN
AUSTIN, TX 78745
(30.21477, -97.796202)",11418909,Routine Inspection,30.21477,-97.796202
Blenders and Bowls,78701,8/12/2015,82,"206 E 4TH ST
AUSTIN, TX 78701
(30.265686, -97.741678)",10745599,Routine Inspection,30.265686,-97.741678
Blind Pig Pub,78701,1/28/2016,91,"317 E 6TH ST
AUSTIN, TX 78701
(30.267155, -97.739567)",2801501,Routine Inspection,30.267155,-97.739567
Blondie's Super Foods,78620,12/9/2016,99,"18619 HAMILTON POOL RD
DRIPPING SPRINGS, TX 78620
(30.286138, -98.060484)",11526358,Routine Inspection,30.286138,-98.060484
Blue Baker,78759,9/2/2015,92,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",10758561,Routine Inspection,30.392352,-97.746845
Blue Dahlia Bistro,78702,7/7/2014,85,"1115 E 11TH ST
AUSTIN, TX 78702
(30.268971, -97.728662)",2802522,Routine Inspection,30.268971,-97.728662
Blue Moon Rock n Blues,78704,12/27/2016,85,"2200 S IH 35 SVRD SB
AUSTIN, TX 78704
(30.235573, -97.740521)",10810499,Routine Inspection,30.235573,-97.740521
Blue Note Bakery,78745,6/7/2016,96,"4201 S CONGRESS AVE Unit 101
AUSTIN, TX 78745
(30.221101, -97.765075)",10188781,Routine Inspection,30.221101,-97.765075
Blue Owl Brewing,78702,10/11/2016,98,"2400 E CESAR CHAVEZ ST Unit 300
AUSTIN, TX 78702
(30.254682, -97.717643)",11415491,Routine Inspection,30.254682,-97.717643
Blue Star Cafe,78756,7/9/2015,86,"4800 BURNET RD Bldg C
AUSTIN, TX 78756
(30.318803, -97.739443)",2802981,Routine Inspection,30.318803,-97.739443
Bluebonnet Food Mart,78704,5/27/2014,84,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection,30.254763,-97.772096
Bluebonnet Hill Golf,78724,8/31/2016,88,"9100 DECKER LN
AUSTIN, TX 78724
(30.317472, -97.61109)",2800707,Routine Inspection,30.317472,-97.61109
Bluebonnet School of Canyon Creek,78726,7/29/2014,100,"10321 BOULDER LN
AUSTIN, TX 78726
(30.428723, -97.838799)",10793927,Routine Inspection,30.428723,-97.838799
Bluebonnet Trail Elementary,78754,10/1/2015,100,"11316 FARMHAVEN RD
AUSTIN, TX 78754
(30.351012, -97.617818)",2800920,Routine Inspection,30.351012,-97.617818
Bobalu Cigar Co.,78701,2/12/2015,100,"509 E 6TH ST
AUSTIN, TX 78701
(30.266675, -97.737866)",2801924,Routine Inspection,30.266675,-97.737866
Bob's Steak and Chop House,78701,11/15/2016,91,"301 LAVACA ST
AUSTIN, TX 78701
(30.266169, -97.746157)",10801551,Routine Inspection,30.266169,-97.746157
Bodega on Rio,78705,6/15/2015,97,"2101 RIO GRANDE ST
AUSTIN, TX 78705
(30.284234, -97.745023)",10250557,Routine Inspection,30.284234,-97.745023
Boiler Nine,78701,2/15/2017,81,"800 W CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.265757, -97.752776)",11542406,Routine Inspection,30.265757,-97.752776
Bollywood Indian Grill,78758,11/7/2016,73,"11101 BURNET RD Bunit 130
AUSTIN, TX 78758
(30.396129, -97.720128)",11419572,Routine Inspection,30.396129,-97.720128
Bombay Bistro,78704,11/30/2016,88,"4200 S LAMAR BLVD SB Bunit 300
AUSTIN, TX 78704
(30.235207, -97.794883)",10486254,Routine Inspection,30.235207,-97.794883
Bombay Bistro,78759,4/7/2014,91,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",2802649,Routine Inspection,30.398617,-97.746473
Bombay Bistro,78704,11/18/2014,87,"4200 S LAMAR BLVD SB Bunit 300
AUSTIN, TX 78704
(30.235207, -97.794883)",10486254,1st Follow Up to Routine of 50 - 69,30.235207,-97.794883
Bombay Bistro,78759,5/13/2015,93,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",2802649,1st Follow Up to Routine of 50 - 69,30.398617,-97.746473
Bombay Express,78753,2/2/2017,91,"13000 N IH 35 SVRD SB Bunit 216
AUSTIN, TX 78753
(30.413439, -97.673972)",10001837,Routine Inspection,30.413439,-97.673972
Bombay Grill Indian Restaurant,78746,2/2/2017,77,"3201 BEE CAVES RD Unit 148
AUSTIN, TX 78746
(30.273599, -97.799243)",10395189,Routine Inspection,30.273599,-97.799243
Bombay to Kathmandu Kitchen,78758,5/17/2016,79,"9616 N LAMAR BLVD Unit 168
AUSTIN, TX 78758
(30.365822, -97.695459)",11378692,Routine Inspection,30.365822,-97.695459
Bon Appetit - Ragsdale,78704,5/4/2016,99,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",10054970,Routine Inspection,30.231903,-97.758818
Bon Appetit @ 7700 Parmer,78729,9/9/2015,78,"7700 PARMER LN
AUSTIN, TX 78729
(30.456469, -97.752836)",11286955,Routine Inspection,30.456469,-97.752836
Bon Appetit- Res. Hall IV Dining ,78704,10/29/2014,90,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",10231515,Routine Inspection,30.231903,-97.758818
Bon Appetit- St. Edwards Outtakes,78704,10/6/2016,100,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",10231519,Routine Inspection,30.231903,-97.758818
Bon Appetit- The Huddle @ St. Edward's,78704,10/7/2016,100,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",10231529,Routine Inspection,30.231903,-97.758818
Bone Daddy's House of Smoke,78759,11/22/2016,89,"11617 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.415495, -97.74577)",2801756,Routine Inspection,30.415495,-97.74577
Book People Coffeeshop,78703,3/18/2015,92,"603 N LAMAR BLVD
AUSTIN, TX 78703
(30.273103, -97.753175)",2801883,Routine Inspection,30.273103,-97.753175
Boone Elementary,78749,3/24/2014,97,"8101 CROFTWOOD DR
AUSTIN, TX 78749
(30.204032, -97.840872)",2800267,Routine Inspection,30.204032,-97.840872
Boston Market #1981,78759,1/28/2016,86,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.40026, -97.745036)",2801703,Routine Inspection,30.40026,-97.745036
Botticelli's South Congress,78704,8/20/2014,92,"1321 S CONGRESS AVE
AUSTIN, TX 78704
(30.250373, -97.749374)",10012237,Routine Inspection,30.250373,-97.749374
Bouldin Creek Coffee House Cafe,78704,10/17/2014,90,"1900 S 1ST ST
AUSTIN, TX 78704
(30.246428, -97.756448)",10471615,Routine Inspection,30.246428,-97.756448
Boulevards Grill & Bar,78731,12/20/2016,94,"3616 FAR WEST BLVD
AUSTIN, TX 78731
(30.354673, -97.755667)",2802419,Routine Inspection,30.354673,-97.755667
Bourbon Street Candy Co.,78746,10/1/2015,97,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",11329499,Routine Inspection,30.254658,-97.809462
'Bout Time II,78752,9/5/2014,79,"6607 N IH 35 SVRD NB
AUSTIN, TX 78752
(30.327615, -97.705496)",10830983,Routine Inspection,30.327615,-97.705496
Bowie H.S. Culinary Kitchen,78749,10/28/2016,100,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.18914, -97.856886)",2803191,Routine Inspection,30.18914,-97.856886
Bowie High School,78749,10/28/2016,98,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.18914, -97.856886)",2800602,Routine Inspection,30.18914,-97.856886
Braker Food Mart,78753,12/9/2016,93,"11300 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.377584, -97.676216)",10041179,Routine Inspection,30.377584,-97.676216
Braker Shell Q Mart,78758,6/19/2015,100,"1316 W BRAKER LN
AUSTIN, TX 78758
(30.3859, -97.695177)",10080079,Routine Inspection,30.3859,-97.695177
Bravo Catering Austin,78731,11/18/2015,100,"5416 PARKCREST DR Unit 100
AUSTIN, TX 78731
(30.335949, -97.758635)",11334572,Routine Inspection,30.335949,-97.758635
Brazos Hall,78701,12/19/2014,100,"204 E 4TH ST
AUSTIN, TX 78701
(30.26574, -97.741883)",11099320,Routine Inspection,30.26574,-97.741883
Bread Basket,78745,2/11/2015,96,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.191682, -97.83269)",10874948,Routine Inspection,30.191682,-97.83269
Bread Basket,78745,2/7/2017,95,"2623 JONES RD
AUSTIN, TX 78745
(30.225291, -97.803232)",2803462,Routine Inspection,30.225291,-97.803232
Bread Basket,78757,9/22/2015,83,"2213 JUSTIN LN
AUSTIN, TX 78757
(30.344978, -97.736664)",2804019,Routine Inspection,30.344978,-97.736664
Bread Basket,78702,4/15/2016,92,"2150 E 7TH ST
AUSTIN, TX 78702
(30.261543, -97.717803)",2803951,Routine Inspection,30.261543,-97.717803
Bread Basket - Chevron,78719,9/13/2014,65,"9401 S US 183 HWY
AUSTIN, TX 78719
(30.114526, -97.695047)",10174940,Routine Inspection,30.114526,-97.695047
Bread Basket - Chevron,78719,9/23/2014,95,"9401 S US 183 HWY
AUSTIN, TX 78719
(30.114526, -97.695047)",10174940,1st Follow Up to Routine of 50 - 69,30.114526,-97.695047
Bread Basket- Texaco,78617,1/19/2016,84,"12800 PEARCE LN
AUSTIN, TX 78617
(30.168974, -97.622097)",10069013,Routine Inspection,30.168974,-97.622097
"Bread Basket, The",78702,2/11/2016,91,"1514 HOLLY ST
AUSTIN, TX 78702
(30.254976, -97.730465)",2803741,Routine Inspection,30.254976,-97.730465
Bread Basket-East Cannon,78747,6/30/2015,91,"8101 SALT SPRINGS DR
AUSTIN, TX 78747
(30.158914, -97.745654)",10261159,Routine Inspection,30.158914,-97.745654
Breaktime Newsstand,78701,12/19/2016,95,"600 CONGRESS AVE Unit G200
AUSTIN, TX 78701
(30.268422, -97.742673)",10434981,Routine Inspection,30.268422,-97.742673
Brentwood Christian School,78758,2/18/2016,85,"11908 N LAMAR BLVD
AUSTIN, TX 78758
(30.390822, -97.682306)",11399574,Routine Inspection,30.390822,-97.682306
Brentwood Elementary,78757,10/17/2014,100,"6700 ARROYO SECO
AUSTIN, TX 78757
(30.339811, -97.7308)",2800202,Routine Inspection,30.339811,-97.7308
"Brew Exchange, The",78701,9/9/2016,83,"706 W 6TH ST
AUSTIN, TX 78701
(30.270076, -97.749979)",10139163,Routine Inspection,30.270076,-97.749979
Brew Market and Cafe,78722,6/26/2014,83,"3842 AIRPORT BLVD
AUSTIN, TX 78722
(30.289795, -97.707404)",2803723,Routine Inspection,30.289795,-97.707404
Brian's Brew,78701,3/14/2016,92,"515 CONGRESS AVE
AUSTIN, TX 78701
(30.267349, -97.743063)",10486212,Routine Inspection,30.267349,-97.743063
Briarcliff Bistro & Bacon Bar,78669,3/9/2016,97,"108 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.413926, -98.047898)",10961070,Routine Inspection,30.413926,-98.047898
Bribery Bakery Mueller,78723,9/20/2016,95,"1900 SIMOND AVE Unit 300
AUSTIN, TX 78723
(30.296779, -97.70403)",11458612,Routine Inspection,30.296779,-97.70403
Brick House Tavern + Tap,78759,12/23/2014,94,"11680 RESEARCH BLVD SB Bldg A
AUSTIN, TX 78759
(30.418101, -97.747107)",10523714,Routine Inspection,30.418101,-97.747107
Brick Oven,78731,1/28/2015,90,"1608 W 35TH ST
AUSTIN, TX 78731
(30.307405, -97.751017)",2801762,Routine Inspection,30.307405,-97.751017
Brick Oven Restaurant,78701,3/21/2016,85,"1209 RED RIVER ST
AUSTIN, TX 78701
(30.272695, -97.734924)",2800996,Routine Inspection,30.272695,-97.734924
Brick Oven Restaurant,78759,4/26/2016,88,"10710 RESEARCH BLVD SB Unit 310
AUSTIN, TX 78759
(30.398617, -97.746473)",2800033,Routine Inspection,30.398617,-97.746473
Bridgepoint Cafe & Catering II,78730,11/15/2016,100,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.354151, -97.80126)",10538181,Routine Inspection,30.354151,-97.80126
Bridgepoint Cafe Catering,78730,11/15/2016,94,"5918 WEST COURTYARD DR
AUSTIN, TX 78730
(30.354654, -97.797263)",10238529,Routine Inspection,30.354654,-97.797263
Bridgepoint Elem School,78746,5/13/2014,88,"6401 CEDAR ST
AUSTIN, TX 78746
(30.339993, -97.80458)",2800786,Routine Inspection,30.339993,-97.80458
Bright Horizons,78749,9/25/2014,96,"6111 DAVIS LN
AUSTIN, TX 78749
(30.211485, -97.875113)",2801471,Routine Inspection,30.211485,-97.875113
Bright Horizons Family Solution,78758,8/19/2016,97,"2411 W BRAKER LN
AUSTIN, TX 78758
(30.390211, -97.717462)",2801497,Routine Inspection,30.390211,-97.717462
Brio Tuscan Grille,78759,10/3/2016,83,"10000 RESEARCH BLVD SB Bldg C
AUSTIN, TX 78759
(30.392352, -97.746845)",10861209,Routine Inspection,30.392352,-97.746845
"Brixton, The",78702,3/15/2016,96,"1412 E 6TH ST
AUSTIN, TX 78702
(30.263442, -97.727689)",10617710,Routine Inspection,30.263442,-97.727689
Brodie Park Market,78748,2/25/2016,97,"9001 BRODIE LN Bunit 1
AUSTIN, TX 78748
(30.194088, -97.843012)",11369050,Routine Inspection,30.194088,-97.843012
Brodie's Food Mart,78749,8/14/2015,93,"7612 BRODIE LN
AUSTIN, TX 78749
(30.206599, -97.835269)",10549062,Routine Inspection,30.206599,-97.835269
Broken Spoke,78704,4/2/2014,86,"3201 S LAMAR BLVD
AUSTIN, TX 78704
(30.241823, -97.78482)",2800195,Routine Inspection,30.241823,-97.78482
Brookdale Beckett Meadows,78749,9/1/2016,98,"7709 BECKETT RD
AUSTIN, TX 78749
(30.217891, -97.861448)",11446125,Routine Inspection,30.217891,-97.861448
Brookdale North Austin,78727,7/7/2014,94,"5310 DUVAL RD
AUSTIN, TX 78727
(30.418591, -97.744299)",2801892,Routine Inspection,30.418591,-97.744299
Brookdale Northwest Hills,78731,1/21/2015,93,"5715 MESA DR
AUSTIN, TX 78731
(30.3419, -97.769788)",10642406,Routine Inspection,30.3419,-97.769788
Brookdale Parmer Lane,78758,7/2/2015,85,"12429 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.410266, -97.687311)",11207424,Routine Inspection,30.410266,-97.687311
Brookdale Spicewood Springs,78731,8/2/2016,99,"4401 SPICEWOOD SPRINGS RD
AUSTIN, TX 78731
(30.373836, -97.759023)",11207395,Routine Inspection,30.373836,-97.759023
Brooke Elementary,78702,5/2/2016,100,"3100 E 4TH ST
AUSTIN, TX 78702
(30.254229, -97.708169)",2800328,Routine Inspection,30.254229,-97.708169
Brooklyn Heights Pizzeria,78717,9/18/2015,92,"14900 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.497642, -97.777127)",10101590,Routine Inspection,30.497642,-97.777127
Brooklyn Pie,78756,11/23/2015,88,"5425 BURNET RD
AUSTIN, TX 78756
(30.329098, -97.739861)",11223093,Routine Inspection,30.329098,-97.739861
Brooklyn Pie,78729,1/24/2017,93,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",10494191,Routine Inspection,30.445314,-97.743259
Brooklyn Pie,78753,1/5/2017,75,"12601 TECH RIDGE BLVD Bunit 300
AUSTIN, TX 78753
(30.399063, -97.660434)",11419004,Routine Inspection,30.399063,-97.660434
Brooklyn Pie Co.,78748,2/19/2015,87,"9500 S IH 35 SVRD SB Bunit 300
AUSTIN, TX 78748
(30.162196, -97.789107)",10997742,Routine Inspection,30.162196,-97.789107
Brookside Farm,78653,9/2/2014,100,"2213 E HOWARD LN
AUSTIN, TX 78653
(30.397598, -97.633188)",10584597,Routine Inspection,30.397598,-97.633188
Bruegger's Bagels ,78746,3/4/2015,84,"3267 BEE CAVES RD Unit 105
AUSTIN, TX 78746
(30.274743, -97.800893)",10720202,Routine Inspection,30.274743,-97.800893
Brush Country Nursing and Rehabilitation,78749,9/1/2016,98,"6500 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.224882, -97.840984)",11429283,Routine Inspection,30.224882,-97.840984
Bryker Woods Elementary,78703,11/2/2016,100,"3309 KERBEY LN
AUSTIN, TX 78703
(30.305408, -97.751429)",2800206,Routine Inspection,30.305408,-97.751429
Buca di Beppo,78613,12/28/2015,90,"11200 LAKELINE MALL DR Unit F18
AUSTIN, TX 78613
(30.47181, -97.803451)",11073864,Routine Inspection,30.47181,-97.803451
Buca di Beppo,78759,1/5/2016,80,"3600 TUDOR BLVD
AUSTIN, TX 78759
(30.384089, -97.736918)",2801710,Routine Inspection,30.384089,-97.736918
